unique_id,book_name,page,class,entity_list,caption
daisycautionar00turniala_page6.png,daisycautionar00turniala,page6.png,Both,,a book with a drawing of a man and woman
daisycautionar00turniala_page60.png,daisycautionar00turniala,page60.png,Human,,a book with a picture of a man and a woman
daisycautionar00turniala_page62.png,daisycautionar00turniala,page62.png,Human,"book, person",a black and white image of a man with a hat
daisycautionar00turniala_page8.png,daisycautionar00turniala,page8.png,Human,person,an old book with a drawing of a woman and a man
daisycautionary00turniala_page11.png,daisycautionary00turniala,page11.png,Human,"person, chair",a woman and child sitting in a garden
daisycautionary00turniala_page13.png,daisycautionary00turniala,page13.png,Human,,a drawing of a man laying on a bed
daisycautionary00turniala_page15.png,daisycautionary00turniala,page15.png,Neither,,a black and white photo of a group of people
daisycautionary00turniala_page17.png,daisycautionary00turniala,page17.png,Human,,a drawing of a man in a doorway
daisycautionary00turniala_page18.png,daisycautionary00turniala,page18.png,Human,"person, person, person",a woman sitting on a chair with a child
daisycautionary00turniala_page20.png,daisycautionary00turniala,page20.png,Human,,an old photo of a man on a horse
daisycautionary00turniala_page22.png,daisycautionary00turniala,page22.png,Human,"person, person",a black and white photo of a group of people
daisycautionary00turniala_page24.png,daisycautionary00turniala,page24.png,Human,person,a couple standing next to a tree
daisycautionary00turniala_page26.png,daisycautionary00turniala,page26.png,Neither,,a black and white photo of a man in a suit
daisycautionary00turniala_page28.png,daisycautionary00turniala,page28.png,Human,"person, bed, person",a drawing of a man and woman sitting at a table
daisycautionary00turniala_page30.png,daisycautionary00turniala,page30.png,Neither,,a black and white photo of a man laying on the floor
daisycautionary00turniala_page32.png,daisycautionary00turniala,page32.png,Human,"person, person, chair",a drawing of a man and a dog in a room
daisycautionary00turniala_page5.png,daisycautionary00turniala,page5.png,Neither,,a drawing of a dog laying on top of a book
daisycautionary00turniala_page9.png,daisycautionary00turniala,page9.png,Animal,,a black and white photo of a bird
daisyland00glasiala_page13.png,daisyland00glasiala,page13.png,Human,chair,a drawing of a woman sitting in a chair
daisyland00glasiala_page14.png,daisyland00glasiala,page14.png,Human,"person, person, person",a couple sitting on a bench in front of a wall
daisyland00glasiala_page5.png,daisyland00glasiala,page5.png,Human,"person, person",a black and white photo of a woman in a field
daisyland00glasiala_page6.png,daisyland00glasiala,page6.png,Human,person,a black and white photo of a woman and child
daisyorcautionar00turniala_page10.png,daisyorcautionar00turniala,page10.png,Human,,an old book with a drawing of a woman and a man
daisyorcautionar00turniala_page12.png,daisyorcautionar00turniala,page12.png,Human,,an old book with a drawing of a woman in bed
daisyorcautionar00turniala_page14.png,daisyorcautionar00turniala,page14.png,Both,"dog, person",a drawing of a woman and child in a garden
daisyorcautionar00turniala_page16.png,daisyorcautionar00turniala,page16.png,Human,person,an old book with a drawing of a woman in a room
daisyorcautionar00turniala_page18.png,daisyorcautionar00turniala,page18.png,Human,"person, person",a drawing of a group of people sitting around a table
daisyorcautionar00turniala_page20.png,daisyorcautionar00turniala,page20.png,Human,"person, person",a woman is sitting on a chair with a child
daisyorcautionar00turniala_page22.png,daisyorcautionar00turniala,page22.png,Human,person,an old book with a drawing of a man and woman
daisyorcautionar00turniala_page24.png,daisyorcautionar00turniala,page24.png,Human,,a drawing of a woman laying on a bed
daisyorcautionar00turniala_page26.png,daisyorcautionar00turniala,page26.png,Human,,a drawing of two children playing in a garden
daisyorcautionar00turniala_page28.png,daisyorcautionar00turniala,page28.png,Human,chair,a drawing of a woman sitting on a chair with a child
daisyorcautionar00turniala_page30.png,daisyorcautionar00turniala,page30.png,Human,,a drawing of a woman and two men
daisyorcautionar00turniala_page32.png,daisyorcautionar00turniala,page32.png,Human,,a drawing of a man and woman in a garden
daisyorcautionar00turniala_page34.png,daisyorcautionar00turniala,page34.png,Human,"person, person",a drawing of a man and woman in a field
daisyorcautionar00turniala_page36.png,daisyorcautionar00turniala,page36.png,Human,,a woman sitting on a bench with a child
daisyorcautionar00turniala_page38.png,daisyorcautionar00turniala,page38.png,Human,"person, person",a drawing of a woman and a man sitting at a table
daisyorcautionar00turniala_page40.png,daisyorcautionar00turniala,page40.png,Both,person,an old book with a drawing of a man and woman
daisyorcautionar00turniala_page42.png,daisyorcautionar00turniala,page42.png,Both,horse,a woman with a horse and a man on horseback
daisyorcautionar00turniala_page44.png,daisyorcautionar00turniala,page44.png,Human,,an old book with a drawing of a man in a doorway
daisyorcautionar00turniala_page46.png,daisyorcautionar00turniala,page46.png,Both,person,an old book with a drawing of a man and woman
daisyorcautionar00turniala_page48.png,daisyorcautionar00turniala,page48.png,Human,"chair, person",an old book with a drawing of a woman in a kitchen
daisyorcautionar00turniala_page50.png,daisyorcautionar00turniala,page50.png,Human,person,an old book with a drawing of two people
daisyorcautionar00turniala_page52.png,daisyorcautionar00turniala,page52.png,Both,person,a drawing of a man in front of a house
daisyorcautionar00turniala_page54.png,daisyorcautionar00turniala,page54.png,Human,,an old book with a drawing of two women and a dog
daisyorcautionar00turniala_page56.png,daisyorcautionar00turniala,page56.png,Human,,a drawing of a man and woman in a garden
daisyorcautionar00turniala_page60.png,daisyorcautionar00turniala,page60.png,Human,person,a black and white illustration of a woman and a man
daisyorcautionar00turniala_page62.png,daisyorcautionar00turniala,page62.png,Human,person,a woman is giving another another a flower
daisyorcautionar00turniala_page64.png,daisyorcautionar00turniala,page64.png,Human,,a cartoon of a man in a room with a woman
daisyorcautionar00turniala_page66.png,daisyorcautionar00turniala,page66.png,Both,,an old book with a drawing of a man and a woman
daisyorcautionar00turniala_page68.png,daisyorcautionar00turniala,page68.png,Human,,a drawing of two women in a forest
daisyorcautionar00turniala_page8.png,daisyorcautionar00turniala,page8.png,Both,person,a drawing of a woman sitting on a bench with a dog
dameduckslecture00newyiala_page3.png,dameduckslecture00newyiala,page3.png,Neither,bird,a book with a duck and a bird
dameduckslecture00newyiala_page5.png,dameduckslecture00newyiala,page5.png,Neither,"bird, bird, bird, bird, bird",a book with a picture of ducks and ducks
dameduckslecture00newyiala_page6.png,dameduckslecture00newyiala,page6.png,Neither,"bird, bird, bird, bird, bird, bird",a book with a picture of ducks and ducks
dameduckslecture00newyiala_page8.png,dameduckslecture00newyiala,page8.png,Neither,"bird, bird, bird, bird, bird",a book with a picture of chickens and a plate
dametalkativesol00londiala_page11.png,dametalkativesol00londiala,page11.png,Human,"person, person",a drawing of a man and a woman in a kitchen
dametalkativesol00londiala_page12.png,dametalkativesol00londiala,page12.png,Human,"person, person, chair",a cartoon of a man and woman in a room
dametalkativesol00londiala_page15.png,dametalkativesol00londiala,page15.png,Human,"clock, person, person, dining table, bench",a cartoon of a man sitting at a table
dametalkativesol00londiala_page16.png,dametalkativesol00londiala,page16.png,Human,person,a book with a drawing of a man and a dog
dametalkativesol00londiala_page19.png,dametalkativesol00londiala,page19.png,Human,person,a man in a suit and hat standing next to a bicycle
dametalkativesol00londiala_page20.png,dametalkativesol00londiala,page20.png,Human,person,a woman sitting on a chair with a flower in her hand
dametalkativesol00londiala_page23.png,dametalkativesol00londiala,page23.png,Human,"person, bird",a little girl feeding a bird on a field
dametalkativesol00londiala_page24.png,dametalkativesol00londiala,page24.png,Human,"person, person",a book with a picture of a man and woman
dametalkativesol00londiala_page27.png,dametalkativesol00londiala,page27.png,Human,"person, clock, person",a cartoon drawing of two men sitting at a table
dametalkativesol00londiala_page28.png,dametalkativesol00londiala,page28.png,Human,"person, chair, person, dining table, cup",an old card with a cartoon of a man and woman sitting at a table
dametalkativesol00londiala_page3.png,dametalkativesol00londiala,page3.png,Both,"person, bench, baseball glove",an old fashioned card with a man sitting on a bench
dametalkativesol00londiala_page4.png,dametalkativesol00londiala,page4.png,Both,,a book with an image of a man sitting in a chair
dametalkativesol00londiala_page7.png,dametalkativesol00londiala,page7.png,Human,"person, person",a drawing of two men playing a game
dametalkativesol00londiala_page8.png,dametalkativesol00londiala,page8.png,Both,person,a cartoon of a man and woman sitting at a table
dametrothercat00londiala_page2.png,dametrothercat00londiala,page2.png,Human,,an old time book with a picture of a man and woman
dametrothercat00londiala_page3.png,dametrothercat00londiala,page3.png,Both,"cat, chair",a drawing of a man playing the drums
dametrothercat00londiala_page5.png,dametrothercat00londiala,page5.png,Both,,a cartoon drawing of a cat and a dog
dametrothercat00londiala_page6.png,dametrothercat00londiala,page6.png,Animal,"cat, chair",an old book with a cat sitting on the table
dametrothercat00londiala_page8.png,dametrothercat00londiala,page8.png,Both,cat,an old book with a cat and dog
dametrothercat00londiala_page9.png,dametrothercat00londiala,page9.png,Both,,a cartoon drawing of a woman and a man
dametrothercat00newyiala_page10.png,dametrothercat00newyiala,page10.png,Animal,"vase, vase",a little girl is petting a dog
dametrothercat00newyiala_page12.png,dametrothercat00newyiala,page12.png,Both,person,a man in a red coat and hat is standing next to a bear
dametrothercat00newyiala_page3.png,dametrothercat00newyiala,page3.png,Human,"person, handbag, person, umbrella",a man in a red coat and hat holding a basket
dametrothercat00newyiala_page5.png,dametrothercat00newyiala,page5.png,Both,"cat, chair",a cat sitting at a table with a woman
dametrothercat00newyiala_page7.png,dametrothercat00newyiala,page7.png,Both,"cat, person",the tale of tom and the cat
dametrothercat00newyiala_page8.png,dametrothercat00newyiala,page8.png,Both,"dog, person",a woman sitting at a table with a cat
dametrotherdroll00deveiala_page1.png,dametrotherdroll00deveiala,page1.png,Neither,,a book with a picture of a man in a suit
dametrotherdroll00deveiala_page10.png,dametrotherdroll00deveiala,page10.png,Human,,an old book with a picture of a man on a boat
dametrotherdroll00deveiala_page2.png,dametrotherdroll00deveiala,page2.png,Human,,a book with a picture of a man and a woman
dametrotherdroll00deveiala_page3.png,dametrotherdroll00deveiala,page3.png,Both,horse,an old book with a drawing of a man on a horse
dametrotherdroll00deveiala_page4.png,dametrotherdroll00deveiala,page4.png,Both,,a black and white image of a man on a horse
dametrotherdroll00deveiala_page5.png,dametrotherdroll00deveiala,page5.png,Human,,an old book with a picture of a man and a woman
dametrotherdroll00deveiala_page6.png,dametrotherdroll00deveiala,page6.png,Human,,an old book with a picture of a man and woman
dametrotherdroll00deveiala_page7.png,dametrotherdroll00deveiala,page7.png,Human,,an old book with a picture of a man and woman
dametrotherdroll00deveiala_page8.png,dametrotherdroll00deveiala,page8.png,Human,,a book with a drawing of a woman in a window
dametrotherdroll00deveiala_page9.png,dametrotherdroll00deveiala,page9.png,Human,,a black and white photo of a man in a suit
dametruelovestal00sempiala_page1.png,dametruelovestal00sempiala,page1.png,Neither,,the label for the person ' s club
dametruelovestal00sempiala_page106.png,dametruelovestal00sempiala,page106.png,Human,"person, person, chair",a man pushing a woman on a chair
dametruelovestal00sempiala_page112.png,dametruelovestal00sempiala,page112.png,Human,person,a drawing of two children hanging on a tree
dametruelovestal00sempiala_page117.png,dametruelovestal00sempiala,page117.png,Human,person,a drawing of a woman holding a baby
dametruelovestal00sempiala_page125.png,dametruelovestal00sempiala,page125.png,Human,"person, person",a drawing of a woman sitting on a chair with a man
dametruelovestal00sempiala_page131.png,dametruelovestal00sempiala,page131.png,Neither,,a black book with a white cover
dametruelovestal00sempiala_page132.png,dametruelovestal00sempiala,page132.png,Neither,,a brown paper with a black and white stripe
dametruelovestal00sempiala_page14.png,dametruelovestal00sempiala,page14.png,Human,"person, person",an old man sitting on a chair with a child
dametruelovestal00sempiala_page19.png,dametruelovestal00sempiala,page19.png,Both,"person, dog",a man walking a dog on a leash
dametruelovestal00sempiala_page2.png,dametruelovestal00sempiala,page2.png,Neither,,a brown paper with a black border
dametruelovestal00sempiala_page25.png,dametruelovestal00sempiala,page25.png,Human,"person, person",a drawing of a boy and a woman
dametruelovestal00sempiala_page30.png,dametruelovestal00sempiala,page30.png,Human,person,a woman sitting at a table with a child
dametruelovestal00sempiala_page35.png,dametruelovestal00sempiala,page35.png,Human,"person, person, person, baseball glove",a drawing of a man and a little girl playing with a ball
dametruelovestal00sempiala_page40.png,dametruelovestal00sempiala,page40.png,Human,"person, person",a drawing of a boy and girl in a field
dametruelovestal00sempiala_page48.png,dametruelovestal00sempiala,page48.png,Human,"person, person",a drawing of two children playing with a toy
dametruelovestal00sempiala_page5.png,dametruelovestal00sempiala,page5.png,Human,"person, person, baseball glove",a drawing of a boy and girl on a hill
dametruelovestal00sempiala_page55.png,dametruelovestal00sempiala,page55.png,Human,person,a man in a hat and green jacket holding a bird
dametruelovestal00sempiala_page60.png,dametruelovestal00sempiala,page60.png,Human,person,a little girl sitting at a table with a book
dametruelovestal00sempiala_page66.png,dametruelovestal00sempiala,page66.png,Human,"person, baseball glove",a drawing of a woman walking down a path
dametruelovestal00sempiala_page72.png,dametruelovestal00sempiala,page72.png,Human,"person, person",a drawing of a woman sitting in a chair with a child
dametruelovestal00sempiala_page78.png,dametruelovestal00sempiala,page78.png,Both,"person, dog",a little girl sitting on the beach with a dog
dametruelovestal00sempiala_page83.png,dametruelovestal00sempiala,page83.png,Human,person,a woman in a white dress and hat is standing on a hill
dametruelovestal00sempiala_page88.png,dametruelovestal00sempiala,page88.png,Human,person,a boy in a blue jacket and white pants holding a baseball bat
dametruelovestal00sempiala_page9.png,dametruelovestal00sempiala,page9.png,Both,"person, dog",a little girl is walking with her dog
dametruelovestal00sempiala_page94.png,dametruelovestal00sempiala,page94.png,Human,person,a little girl kneeling on the ground with a dog
dametruelovestal00sempiala_page98.png,dametruelovestal00sempiala,page98.png,Human,"person, skis",a little girl watering a tree
damewigginsherse00shariala_page1.png,damewigginsherse00shariala,page1.png,Human,,a stamp with a picture of a man and woman
damewigginsherse00shariala_page10.png,damewigginsherse00shariala,page10.png,Human,,a cartoon of a man in a kitchen
damewigginsherse00shariala_page14.png,damewigginsherse00shariala,page14.png,Both,"person, cat",an old book with a cartoon of a man and woman
damewigginsherse00shariala_page18.png,damewigginsherse00shariala,page18.png,Both,"boat, book, bird",a woman in a red dress is standing near a river
damewigginsherse00shariala_page22.png,damewigginsherse00shariala,page22.png,Both,book,a book with a cartoon of a man on a boat
damewigginsherse00shariala_page25.png,damewigginsherse00shariala,page25.png,Neither,,a book with a quote on it
damewigginsherse00shariala_page26.png,damewigginsherse00shariala,page26.png,Both,"book, cat",a cat and a dog are playing in a room
damewigginsherse00shariala_page29.png,damewigginsherse00shariala,page29.png,Neither,,a black and white photo of a quote
damewigginsherse00shariala_page30.png,damewigginsherse00shariala,page30.png,Both,bird,a cartoon of a woman in a dress and a bird cage
damewigginsherse00shariala_page34.png,damewigginsherse00shariala,page34.png,Both,person,an old card with a man sitting on a chair
damewigginsherse00shariala_page38.png,damewigginsherse00shariala,page38.png,Both,"book, dog",a woman in a red dress is holding a stick and a bird is flying above her
damewigginsherse00shariala_page4.png,damewigginsherse00shariala,page4.png,Animal,book,a book with a drawing of a man and woman
damewigginsherse00shariala_page42.png,damewigginsherse00shariala,page42.png,Both,"person, potted plant",an old fashioned card with a man and dog
damewigginsherse00shariala_page46.png,damewigginsherse00shariala,page46.png,Both,"horse, horse, person, horse, book",the ride by edward edward
damewigginsherse00shariala_page5.png,damewigginsherse00shariala,page5.png,Both,"person, baseball glove",a cartoon of a man and woman playing golf
damewigginsherse00shariala_page50.png,damewigginsherse00shariala,page50.png,Human,book,a picture of a bird flying over a body of water
damewigginsherse00shariala_page53.png,damewigginsherse00shariala,page53.png,Neither,,a poem written in black ink on a white paper
damewigginsherse00shariala_page54.png,damewigginsherse00shariala,page54.png,Both,dog,a cartoon of a man and two dogs
damewigginsherse00shariala_page58.png,damewigginsherse00shariala,page58.png,Both,person,an old book with a cartoon of a man sitting at a table
damewigginsherse00shariala_page6.png,damewigginsherse00shariala,page6.png,Both,horse,a book with a cartoon character on it
damewigginsoflee00peariala_page10.png,damewigginsoflee00peariala,page10.png,Animal,,"the title of the first edition of the book, the book of the first edition of the first edition"
damewigginsoflee00peariala_page13.png,damewigginsoflee00peariala,page13.png,Human,,a cartoon of a man in a kitchen
damewigginsoflee00peariala_page14.png,damewigginsoflee00peariala,page14.png,Animal,,an old book with a cartoon of a man and a woman
damewigginsoflee00peariala_page21.png,damewigginsoflee00peariala,page21.png,Neither,"book, bird",an old book with a drawing of a woman and a bird
damewigginsoflee00peariala_page22.png,damewigginsoflee00peariala,page22.png,Animal,,an old book with a cartoon drawing of a man and woman
damewigginsoflee00peariala_page25.png,damewigginsoflee00peariala,page25.png,Animal,,an old book with a cartoon of a man and woman
damewigginsoflee00peariala_page30.png,damewigginsoflee00peariala,page30.png,Both,,an old book with a drawing of a man on a horse
damewigginsoflee00peariala_page33.png,damewigginsoflee00peariala,page33.png,Animal,,a cartoon of a cat and a dog
damewigginsoflee00peariala_page34.png,damewigginsoflee00peariala,page34.png,Animal,,an old book with a cartoon drawing of a woman in a kitchen
damewigginsoflee00peariala_page37.png,damewigginsoflee00peariala,page37.png,Animal,,an old book with a drawing of a man and a dog
damewigginsoflee00peariala_page38.png,damewigginsoflee00peariala,page38.png,Both,,an old book with a drawing of a woman feeding a dog
damewigginsoflee00peariala_page41.png,damewigginsoflee00peariala,page41.png,Both,,an old book with a cartoon of a man and a dog
damewigginsoflee00peariala_page42.png,damewigginsoflee00peariala,page42.png,Both,"horse, horse, horse",an old book with a drawing of a man on horseback
damewigginsoflee00peariala_page45.png,damewigginsoflee00peariala,page45.png,Human,,a cartoon of a man playing a violin
damewigginsoflee00peariala_page46.png,damewigginsoflee00peariala,page46.png,Neither,book,an old book with a drawing of a bird flying over a man
damewigginsoflee00peariala_page49.png,damewigginsoflee00peariala,page49.png,Animal,book,a cartoon of a man and a woman in a room
damewigginsoflee00peariala_page50.png,damewigginsoflee00peariala,page50.png,Animal,,an old book with a cartoon drawing of a man and woman sitting at a table
damewigginsoflee00peariala_page9.png,damewigginsoflee00peariala,page9.png,Human,,a drawing of a man and woman with birds
damewigginsoflee00shariala_page11.png,damewigginsoflee00shariala,page11.png,Human,"bird, boat",an old book with a picture of a woman in a boat
damewigginsoflee00shariala_page12.png,damewigginsoflee00shariala,page12.png,Neither,potted plant,a cartoon of a man and woman sitting at a table
damewigginsoflee00shariala_page15.png,damewigginsoflee00shariala,page15.png,Animal,,a cartoon of a man and a dog
damewigginsoflee00shariala_page16.png,damewigginsoflee00shariala,page16.png,Animal,,a drawing of a man on a horse
damewigginsoflee00shariala_page19.png,damewigginsoflee00shariala,page19.png,Animal,"cat, cat",a cartoon of a cat and a dog in a bedroom
damewigginsoflee00shariala_page20.png,damewigginsoflee00shariala,page20.png,Human,,an old book with a cartoon of a man and woman
damewigginsoflee00shariala_page23.png,damewigginsoflee00shariala,page23.png,Human,person,an old book with a drawing of a man on a horse
damewigginsoflee00shariala_page24.png,damewigginsoflee00shariala,page24.png,Both,,a woman in a dress and hat with a dog
damewigginsoflee00shariala_page27.png,damewigginsoflee00shariala,page27.png,Both,"person, horse, potted plant",a cartoon of a man and a dog in a house
damewigginsoflee00shariala_page28.png,damewigginsoflee00shariala,page28.png,Both,"horse, horse, horse",a drawing of a man on horseback with a horse
damewigginsoflee00shariala_page3.png,damewigginsoflee00shariala,page3.png,Human,,a cartoon depicting a man and woman in a boat
damewigginsoflee00shariala_page31.png,damewigginsoflee00shariala,page31.png,Human,,a cartoon drawing of a man playing a violin
damewigginsoflee00shariala_page32.png,damewigginsoflee00shariala,page32.png,Neither,book,a book with a drawing of ducks flying over water
damewigginsoflee00shariala_page35.png,damewigginsoflee00shariala,page35.png,Animal,,an old book with a drawing of a man and a dog
damewigginsoflee00shariala_page36.png,damewigginsoflee00shariala,page36.png,Animal,,an old book with a cartoon drawing of a man sitting at a table
damewigginsoflee00shariala_page4.png,damewigginsoflee00shariala,page4.png,Both,,"the title of the book, ' the dawgon of el '"
damewigginsoflee00shariala_page7.png,damewigginsoflee00shariala,page7.png,Human,,a cartoon of a woman in a kitchen
damewigginsoflee00shariala_page8.png,damewigginsoflee00shariala,page8.png,Both,,an old book with a cartoon of a man and a dog
dandysperambulat00cruiiala_page10.png,dandysperambulat00cruiiala,page10.png,Human,"person, chair",an old book with a cartoon of two men in a kitchen
dandysperambulat00cruiiala_page13.png,dandysperambulat00cruiiala,page13.png,Human,"bicycle, bicycle, person",an old book with a drawing of two men riding on bicycles
dandysperambulat00cruiiala_page14.png,dandysperambulat00cruiiala,page14.png,Human,bicycle,an old book with a cartoon drawing of a man on a bicycle
dandysperambulat00cruiiala_page17.png,dandysperambulat00cruiiala,page17.png,Both,,a book with a picture of a bird and a man
dandysperambulat00cruiiala_page18.png,dandysperambulat00cruiiala,page18.png,Human,,an old book with a cartoon of a man and woman in a boat
dandysperambulat00cruiiala_page21.png,dandysperambulat00cruiiala,page21.png,Both,,an old book with a cartoon drawing of a man and woman
dandysperambulat00cruiiala_page22.png,dandysperambulat00cruiiala,page22.png,Human,,a cartoon of a man and woman in a kitchen
dandysperambulat00cruiiala_page25.png,dandysperambulat00cruiiala,page25.png,Human,bicycle,a book with a drawing of a man riding a bicycle
dandysperambulat00cruiiala_page26.png,dandysperambulat00cruiiala,page26.png,Neither,,a cartoon of a man and a dog
dandysperambulat00cruiiala_page29.png,dandysperambulat00cruiiala,page29.png,Both,"horse, person, person",an old book with a drawing of a horse drawn on it
dandysperambulat00cruiiala_page30.png,dandysperambulat00cruiiala,page30.png,Human,person,a cartoon of a man and woman walking down a street
dandysperambulat00cruiiala_page33.png,dandysperambulat00cruiiala,page33.png,Both,cat,an old book with a cartoon of two men sitting at a table
dandysperambulat00cruiiala_page34.png,dandysperambulat00cruiiala,page34.png,Neither,chair,a cartoon of a man and woman sitting at a table
dandysperambulat00cruiiala_page5.png,dandysperambulat00cruiiala,page5.png,Animal,,a book with a drawing of a man in a room
dandysperambulat00cruiiala_page6.png,dandysperambulat00cruiiala,page6.png,Human,bicycle,the title of the first edition of the lady ' s parables
dandysperambulat00cruiiala_page9.png,dandysperambulat00cruiiala,page9.png,Both,person,a cartoon drawing of a man and woman in a city
danishstorybook00andeiala_page10.png,danishstorybook00andeiala,page10.png,Human,book,the daisy story book
danishstorybook00andeiala_page108.png,danishstorybook00andeiala,page108.png,Human,"person, person, chair",a drawing of two people sitting at a table
danishstorybook00andeiala_page126.png,danishstorybook00andeiala,page126.png,Human,"suitcase, person",a woman sitting on a couch with a book in her lap
danishstorybook00andeiala_page140.png,danishstorybook00andeiala,page140.png,Human,"person, person",a drawing of a man and woman playing instruments
danishstorybook00andeiala_page179.png,danishstorybook00andeiala,page179.png,Neither,bird,a book with a squirrel on it
danishstorybook00andeiala_page18.png,danishstorybook00andeiala,page18.png,Both,person,a drawing of a man on a horse
danishstorybook00andeiala_page251.png,danishstorybook00andeiala,page251.png,Human,,an old book with a picture of a man and a woman
danishstorybook00andeiala_page292.png,danishstorybook00andeiala,page292.png,Human,person,a woman is sitting in a chair with a child
danishstorybook00andeiala_page298.png,danishstorybook00andeiala,page298.png,Human,"person, potted plant, bench",an old woman sitting on a chair with her head down
danishstorybook00andeiala_page303.png,danishstorybook00andeiala,page303.png,Human,bird,a book with a squirrel on it
danishstorybook00andeiala_page304.png,danishstorybook00andeiala,page304.png,Human,person,a drawing of a man and woman sitting in a chair
danishstorybook00andeiala_page66.png,danishstorybook00andeiala,page66.png,Human,person,a man in a hat and a dog
danishstorybook00andeiala_page68.png,danishstorybook00andeiala,page68.png,Human,,an old book with a picture of a house
danishstorybook00andeiala_page7.png,danishstorybook00andeiala,page7.png,Both,"person, person, elephant",a drawing of a man holding a large hand
danishstorybook00andeiala_page74.png,danishstorybook00andeiala,page74.png,Human,"person, person, person, chair",a drawing of a man and woman in a room
danishstorybook00andeiala_page8.png,danishstorybook00andeiala,page8.png,Human,"person, person, person",the danssyok by william j miller
dannyagainfurthe00barc_page36.png,dannyagainfurthe00barc,page36.png,Human,"person, bottle",a drawing of a woman sitting on the floor
davidallenvillag00londiala_page11.png,davidallenvillag00londiala,page11.png,Human,person,"a page from the book, showing a drawing of a man on a horse"
davidallenvillag00londiala_page21.png,davidallenvillag00londiala,page21.png,Human,person,"a page from the book, the story of the little boy who was born to his mother"
davidallenvillag00londiala_page3.png,davidallenvillag00londiala,page3.png,Animal,,a drawing of a bird flying over a building
davidallenvillag00londiala_page4.png,davidallenvillag00londiala,page4.png,Both,"person, book","the title of the novel, ' the man who was the man who was the man who was the man"
davidallenvillag00londiala_page40.png,davidallenvillag00londiala,page40.png,Neither,airplane,an old book with a drawing of a bird
davidallenvillag00londiala_page49.png,davidallenvillag00londiala,page49.png,Neither,,an old book with a picture of a man in the water
daysmonthsseason00jacoiala_page10.png,daysmonthsseason00jacoiala,page10.png,Animal,,an old book with a picture of a man on a boat
daysmonthsseason00jacoiala_page12.png,daysmonthsseason00jacoiala,page12.png,Human,person,a drawing of a man fishing in the river
daysmonthsseason00jacoiala_page14.png,daysmonthsseason00jacoiala,page14.png,Both,"person, person",an old book with a picture of a man and a woman in the woods
daysmonthsseason00jacoiala_page16.png,daysmonthsseason00jacoiala,page16.png,Both,person,an illustration of a man with a bird on his shoulder
daysmonthsseason00jacoiala_page18.png,daysmonthsseason00jacoiala,page18.png,Human,"person, person",an old book with a drawing of a woman on the cover
daysmonthsseason00jacoiala_page2.png,daysmonthsseason00jacoiala,page2.png,Neither,,"the days of the season, written by william j smith"
daysmonthsseason00jacoiala_page20.png,daysmonthsseason00jacoiala,page20.png,Both,"sheep, person, sheep",an old book with a drawing of a man and a horse
daysmonthsseason00jacoiala_page22.png,daysmonthsseason00jacoiala,page22.png,Both,dog,a book with an illustration of a lion and a man
daysmonthsseason00jacoiala_page24.png,daysmonthsseason00jacoiala,page24.png,Both,"person, person",an old book with a drawing of a woman and a man
daysmonthsseason00jacoiala_page26.png,daysmonthsseason00jacoiala,page26.png,Human,person,an old book with a picture of a man and a bird
daysmonthsseason00jacoiala_page28.png,daysmonthsseason00jacoiala,page28.png,Human,"person, person",a book with a drawing of a man and a dog
daysmonthsseason00jacoiala_page30.png,daysmonthsseason00jacoiala,page30.png,Both,"person, person, horse, person",a book with a drawing of a man on a horse
daysmonthsseason00jacoiala_page32.png,daysmonthsseason00jacoiala,page32.png,Both,"person, person, horse",a dog jumping over a man in a garden
daysmonthsseason00jacoiala_page34.png,daysmonthsseason00jacoiala,page34.png,Neither,,a book with a drawing of a man on a horse
daysmonthsseason00jacoiala_page36.png,daysmonthsseason00jacoiala,page36.png,Both,,a woman is sitting on a deer and a man is standing next to her
daysmonthsseason00jacoiala_page38.png,daysmonthsseason00jacoiala,page38.png,Animal,horse,a drawing of a man on a horse
daysmonthsseason00jacoiala_page40.png,daysmonthsseason00jacoiala,page40.png,Both,horse,a black and white horse with a quote on it
daysmonthsseason00jacoiala_page42.png,daysmonthsseason00jacoiala,page42.png,Neither,bird,a book with an image of a man on a horse
daysmonthsseason00jacoiala_page44.png,daysmonthsseason00jacoiala,page44.png,Human,bird,a drawing of a woman sitting on a tree branch
daysmonthsseason00jacoiala_page46.png,daysmonthsseason00jacoiala,page46.png,Neither,,an illustration of a dragon and a man on a horse
daysmonthsseason00jacoiala_page47.png,daysmonthsseason00jacoiala,page47.png,Human,,an old book with a handwritten poem
daysmonthsseason00jacoiala_page5.png,daysmonthsseason00jacoiala,page5.png,Human,,a woman holding a child in her arms
daysmonthsseason00jacoiala_page6.png,daysmonthsseason00jacoiala,page6.png,Human,person,a woman and child in a garden with a dog
daysmonthsseason00jacoiala_page7.png,daysmonthsseason00jacoiala,page7.png,Human,person,an old book with a picture of a man and woman
daysmonthsseason00jacoiala_page8.png,daysmonthsseason00jacoiala,page8.png,Human,"person, person",a book with a drawing of a woman and a child
daysofcolonists00lamp_page1.png,daysofcolonists00lamp,page1.png,Neither,bird,a book with a drawing of a man and a woman
daysofcolonists00lamp_page106.png,daysofcolonists00lamp,page106.png,Human,person,a book with a drawing of a woman and a man
daysofcolonists00lamp_page118.png,daysofcolonists00lamp,page118.png,Both,dog,the tale of the black bear by william shakespeare
